,Country,Happiness2015,GDP2015,Freedom2015,Generosity2015,Year2015,Corruption2015,Happiness2016,GDP2016,Freedom2016,Generosity2016,Year2016,Corruption2016,Happiness2017,GDP2017,Freedom2017,Generosity2017,Year2017,Corruption2017,Happiness2018,GDP2018,Freedom2018,Generosity2018,Year2018,Corruption2018,Happiness2019,GDP2019,Freedom2019,Generosity2019,Year2019,Corruption2019,Happiness2020,GDP2020,Freedom2020,Generosity2020,Year2020,Corruption2020,Happiness2021,GDP2021,Freedom2021,Generosity2021,Year2021,Corruption2021
54,Slovenia,5.848,1.18498,0.60855,0.25328,2015,0.03787,5.768,1.2994700000000001,0.53164,0.25738,2016,0.03635,5.75799989700317,1.3412059545516999,0.572575807571411,0.242649093270302,2017,0.0451289787888527,5.9479999999999995,1.219,0.633,0.16,2018,0.051,6.117999999999999,1.258,0.564,0.14400000000000002,2019,0.057,6.363399982000001,1.208652496,0.936142623,0.145701498,2020,0.817071021,6.461,1.36,0.9490000000000001,0.122,2021,0.8059999999999999
55,Lithuania,5.832999999999999,1.14723,0.21341999999999997,0.026410000000000003,2015,0.01031,5.813,1.2692,0.18929,0.02025,2016,0.0182,5.90199995040894,1.3145823478698702,0.234231784939766,0.010164656676352,2017,0.0118656428530812,5.952000000000001,1.197,0.35,0.026000000000000002,2018,0.006,6.149,1.238,0.29100000000000004,0.043,2019,0.042,6.215499877999999,1.193559647,0.747381449,0.053691040999999995,2020,0.809583843,6.255,1.35,0.773,0.055999999999999994,2021,0.826
56,Nicaragua,5.827999999999999,0.59325,0.55475,0.27815,2015,0.19317,5.992000000000001,0.69384,0.46581999999999996,0.29773,2016,0.16292,6.07100009918213,0.737299203872681,0.447551846504211,0.301674216985703,2017,0.130687981843948,6.141,0.6679999999999999,0.527,0.20800000000000002,2018,0.128,6.105,0.6940000000000001,0.435,0.2,2019,0.127,6.13710022,0.620033145,0.8639028670000001,0.212871477,2020,0.665950119,5.972,0.693,0.836,0.201,2021,0.664
57,Peru,5.824,0.9001899999999999,0.41496000000000005,0.14982,2015,0.05989,5.742999999999999,0.9960200000000001,0.37501999999999996,0.14527,2016,0.05292,5.71500015258789,1.0352252721786501,0.45000287890434293,0.126819714903831,2017,0.0470490865409374,5.662999999999999,0.934,0.53,0.092,2018,0.034,5.697,0.96,0.455,0.083,2019,0.027000000000000003,5.796800137000001,0.91854918,0.8247660990000001,0.091611817,2020,0.8937149640000001,5.84,0.986,0.8220000000000001,0.087,2021,0.8909999999999999
58,Belarus,5.813,1.0319200000000002,0.37938,0.11045999999999999,2015,0.1909,5.8020000000000005,1.1306200000000002,0.29091,0.13942000000000002,2016,0.17457,5.5689997673034695,1.15655755996704,0.295400261878967,0.15513750910759,2017,0.156313821673393,5.483,1.0390000000000001,0.307,0.10099999999999999,2018,0.154,5.3229999999999995,1.067,0.235,0.094,2019,0.142,5.539899826,1.0188544990000001,0.6391630770000001,0.08993306,2020,0.63571167,5.534,1.124,0.65,0.07,2021,0.627
59,Poland,5.791,1.12555,0.53122,0.16759000000000002,2015,0.04212,5.835,1.24585,0.4519,0.14443,2016,0.055,5.97300004959106,1.29178786277771,0.520342111587524,0.158465966582298,2017,0.0593078061938286,6.122999999999999,1.176,0.546,0.10800000000000001,2018,0.064,6.182,1.206,0.483,0.11699999999999999,2019,0.05,6.1862998010000005,1.16922915,0.8620557790000001,0.06337424400000001,2020,0.6869270209999999,6.166,1.3090000000000002,0.841,0.08,2021,0.735
60,Malaysia,5.77,1.12486,0.5302399999999999,0.33075,2015,0.10500999999999999,6.005,1.25142,0.39031,0.41473999999999994,2016,0.09081,6.08400011062622,1.29121541976929,0.40226498246192893,0.416608929634094,2017,0.0656007081270218,6.322,1.161,0.35600000000000004,0.311,2018,0.059000000000000004,5.3389999999999995,1.2209999999999999,0.508,0.26,2019,0.024,5.384300232,1.168421626,0.8946268559999999,0.274886161,2020,0.8393023009999999,5.3839999999999995,1.2590000000000001,0.895,0.27,2021,0.8390000000000001
61,Croatia,5.7589999999999995,1.08254,0.25883,0.054439999999999995,2015,0.0243,5.4879999999999995,1.18649,0.23906999999999998,0.18434,2016,0.04002,5.2930002212524405,1.22255623340607,0.255772292613983,0.248002976179123,2017,0.0431031100451946,5.321000000000001,1.115,0.38,0.12,2018,0.039,5.432,1.155,0.29600000000000004,0.11900000000000001,2019,0.022000000000000002,5.504700184,1.109024286,0.714838803,0.113998979,2020,0.916495264,5.882000000000001,1.251,0.754,0.111,2021,0.9390000000000001
62,Libya,5.754,1.13145,0.41668,0.18295,2015,0.11023,5.615,1.0668799999999998,0.40671999999999997,0.17087,2016,0.10339000000000001,5.525000095367429,1.1018030643463101,0.465733230113983,0.15207366645336198,2017,0.0926102101802826,5.566,0.985,0.496,0.11599999999999999,2018,0.14800000000000002,5.525,1.044,0.41600000000000004,0.133,2019,0.152,5.488800049,1.021913767,0.773157001,0.14275769900000002,2020,0.668779135,5.41,1.044,0.7709999999999999,0.131,2021,0.667
63,Russia,5.716,1.13764,0.36679,0.00199,2015,0.03005,5.856,1.2322799999999998,0.32682,0.027360000000000002,2016,0.03586,5.962999820709231,1.28177809715271,0.373783111572266,0.0522638224065304,2017,0.0329628810286522,5.81,1.151,0.39899999999999997,0.065,2018,0.025,5.648,1.183,0.33399999999999996,0.08199999999999999,2019,0.031,5.546000004,1.126999617,0.729892612,0.099041916,2020,0.864802599,5.477,1.2409999999999999,0.718,0.115,2021,0.845
64,Jamaica,5.709,0.81038,0.50442,0.2123,2015,0.02299,5.51,0.89333,0.43596999999999997,0.22245,2016,0.04294,5.31099987030029,0.925579309463501,0.474307239055634,0.23381833732128102,2017,0.0552677810192108,5.89,0.8190000000000001,0.575,0.096,2018,0.031,5.89,0.831,0.49,0.107,2019,0.027999999999999997,5.889800072000001,0.779058397,0.8580685259999999,0.116268493,2020,0.8888900279999999,6.309,0.8909999999999999,0.89,0.099,2021,0.884
65,North Cyprus,5.695,1.2080600000000001,0.49027,0.26169000000000003,2015,0.1428,5.771,1.31141,0.43596,0.26322,2016,0.16577999999999998,5.80999994277954,1.3469113111496,0.47120362520217896,0.266845703125,2017,0.155353352427483,,,,,,,,,,,,,5.53550005,1.21279943,0.79529351,0.19916005399999998,2020,0.62611568,5.5360000000000005,1.3769999999999998,0.795,0.196,2021,0.626
66,Cyprus,5.689,1.20813,0.40671999999999997,0.30638000000000004,2015,0.06146,5.546,1.31857,0.29507,0.27906,2016,0.05227999999999999,5.62099981307983,1.3559380769729599,0.35511153936386103,0.271254301071167,2017,0.0412379764020443,5.7620000000000005,1.229,0.423,0.20199999999999999,2018,0.035,6.046,1.263,0.406,0.19,2019,0.040999999999999995,6.15899992,1.21279943,0.7798582909999999,0.227932334,2020,0.8562717440000001,6.223,1.3769999999999998,0.763,0.17800000000000002,2021,0.8440000000000001
67,Algeria,5.605,0.93929,0.28579,0.07822,2015,0.17382999999999998,6.355,1.05266,0.21006,0.07044,2016,0.16157,5.872000217437741,1.09186446666718,0.233335807919502,0.0694366469979286,2017,0.14609611034393302,5.295,0.9790000000000001,0.077,0.055,2018,0.135,5.211,1.002,0.086,0.073,2019,0.114,5.005099773,0.9438560009999999,0.46661090899999996,0.118915014,2020,0.7354851370000001,4.887,0.946,0.48,0.14400000000000002,2021,0.752
68,Kosovo,5.5889999999999995,0.80148,0.24749000000000002,0.2831,2015,0.04741,5.401,0.90145,0.14396,0.27992,2016,0.06547,5.27899980545044,0.951484382152557,0.260287940502167,0.319931447505951,2017,0.0574716180562973,5.662000000000001,0.855,0.44799999999999995,0.27399999999999997,2018,0.023,6.1,0.882,0.489,0.262,2019,0.006,6.325200081,0.8404813409999999,0.861535907,0.325286865,2020,0.922328293,6.372000000000001,0.937,0.8690000000000001,0.35600000000000004,2021,0.917
69,Turkmenistan,5.547999999999999,0.95847,0.4761,0.16979,2015,0.30844,5.6579999999999995,1.08017,0.37408,0.22566999999999998,2016,0.28467,5.82200002670288,1.1307767629623402,0.41827192902565,0.24992498755454998,2017,0.25927034020423895,5.636,1.016,0.41700000000000004,0.19899999999999998,2018,0.037000000000000005,5.247000000000001,1.052,0.39399999999999996,0.244,2019,0.027999999999999997,5.119100093999999,1.008963585,0.8264570240000001,0.323129326,2020,0.883691847,5.066,1.046,0.877,0.366,2021,0.888
70,Mauritius,5.477,1.0076100000000001,0.56066,0.37744,2015,0.07521,5.648,1.14372,0.46145,0.36951,2016,0.05202999999999999,5.62900018692017,1.1893955469131499,0.491247326135635,0.360933750867844,2017,0.0421815551817417,5.891,1.09,0.584,0.245,2018,0.05,5.888,1.12,0.498,0.215,2019,0.06,6.101299762999999,1.07366395,0.889534533,0.18689455100000002,2020,0.8053430909999999,6.0489999999999995,1.178,0.867,0.153,2021,0.789
71,Hong Kong,5.474,1.38604,0.59608,0.39478,2015,0.37124,5.457999999999999,1.5107,0.48078999999999994,0.40097,2016,0.31647,,,,,,,5.43,1.405,0.524,0.24600000000000002,2018,0.29100000000000004,5.43,1.4380000000000002,0.44,0.258,2019,0.287,,,,,,,,,,,,
72,Estonia,5.428999999999999,1.15174,0.44888,0.0868,2015,0.15184,5.517,1.2796399999999999,0.41511000000000003,0.08423,2016,0.18519000000000002,5.61100006103516,1.3208793401718102,0.479131430387497,0.0988908112049103,2017,0.18324892222881303,5.739,1.2,0.5529999999999999,0.086,2018,0.174,5.893,1.237,0.495,0.10300000000000001,2019,0.161,6.0218000410000005,1.192441225,0.87770915,0.12513674800000002,2020,0.623073816,6.189,1.344,0.909,0.11900000000000001,2021,0.527
73,Indonesia,5.399,0.8282700000000001,0.46611,0.51535,2015,0.0,5.314,0.95104,0.39237,0.56521,2016,0.00322,5.26200008392334,0.995538592338562,0.443323463201523,0.611704587936401,2017,0.0153171354904771,5.093,0.899,0.5379999999999999,0.484,2018,0.018000000000000002,5.192,0.9309999999999999,0.491,0.498,2019,0.027999999999999997,5.285600185,0.891720712,0.8706144090000001,0.542646527,2020,0.876296401,5.345,0.9540000000000001,0.873,0.541,2021,0.867
74,Vietnam,5.36,0.63216,0.59444,0.1686,2015,0.10440999999999999,5.061,0.74037,0.5595399999999999,0.25075,2016,0.11556,5.07399988174438,0.7885475754737851,0.571055591106415,0.23496805131435397,2017,0.0876332372426987,5.103,0.715,0.618,0.177,2018,0.079,5.175,0.741,0.5429999999999999,0.147,2019,0.073,5.353499889,0.718092382,0.939592957,0.136488721,2020,0.79642123,5.4110000000000005,0.8170000000000001,0.94,0.124,2021,0.7959999999999999
75,Turkey,5.332000000000001,1.06098,0.22815,0.12253,2015,0.15746,5.388999999999999,1.1649200000000002,0.23889000000000002,0.04707,2016,0.12347999999999999,5.5,1.1982743740081798,0.300740599632263,0.0466930419206619,2017,0.0996715798974037,5.483,1.148,0.324,0.106,2018,0.109,5.372999999999999,1.183,0.195,0.083,2019,0.106,5.131800175,1.127169251,0.6088304520000001,0.08588556900000001,2020,0.748197377,4.948,1.26,0.5760000000000001,0.09699999999999999,2021,0.7759999999999999
76,Kyrgyzstan,5.2860000000000005,0.47428000000000003,0.43477,0.3003,2015,0.042319999999999997,5.185,0.5604399999999999,0.40212,0.38432,2016,0.047619999999999996,5.0040001869201705,0.5962200760841371,0.454943388700485,0.42858037352562,2017,0.0394391790032387,5.131,0.53,0.54,0.281,2018,0.035,5.261,0.551,0.508,0.3,2019,0.023,5.541500092000001,0.513180971,0.909374893,0.30137074,2020,0.888396084,5.744,0.665,0.935,0.266,2021,0.9079999999999999
77,Nigeria,5.268,0.65435,0.34334000000000003,0.27233,2015,0.0403,4.875,0.75216,0.27854,0.23219,2016,0.0305,5.07399988174438,0.783756256103516,0.394952565431595,0.23094719648361198,2017,0.0261215660721064,5.155,0.6890000000000001,0.462,0.201,2018,0.032,5.265,0.696,0.426,0.215,2019,0.040999999999999995,4.724100113,0.645901859,0.759578407,0.221328124,2020,0.861874342,4.7589999999999995,0.6629999999999999,0.737,0.212,2021,0.878
78,Bhutan,5.252999999999999,0.77042,0.5320600000000001,0.47998,2015,0.15445,5.196000000000001,0.8527,0.46074,0.48546000000000006,2016,0.1616,5.01100015640259,0.885416388511658,0.5015376806259161,0.474054545164108,2017,0.17338038980960802,5.082,0.7959999999999999,0.541,0.364,2018,0.171,5.082,0.813,0.457,0.37,2019,0.16699999999999998,,,,,,,,,,,,
79,Azerbaijan,5.212000000000001,1.02389,0.3703,0.07799,2015,0.16065,5.291,1.12373,0.35327,0.0564,2016,0.17914000000000002,5.234000205993651,1.1536017656326298,0.39815583825111406,0.0452693402767181,2017,0.180987507104874,5.2010000000000005,1.024,0.43,0.031,2018,0.17600000000000002,5.207999999999999,1.043,0.35100000000000003,0.035,2019,0.182,5.164800167,0.990272701,0.786824107,0.040113214,2020,0.55253756,5.171,1.025,0.8140000000000001,0.043,2021,0.506
80,Pakistan,5.194,0.59543,0.12102,0.33671,2015,0.10464000000000001,5.132000000000001,0.68816,0.14622000000000002,0.31185,2016,0.1388,5.26900005340576,0.7268835306167599,0.23521526157856,0.31544601917266807,2017,0.12434806674718901,5.472,0.652,0.33399999999999996,0.21600000000000003,2018,0.113,5.653,0.677,0.313,0.22,2019,0.098,5.69329977,0.616799474,0.734833717,0.22870506300000001,2020,0.7457054259999999,4.934,0.637,0.726,0.252,2021,0.787
81,Jordan,5.192,0.9019799999999999,0.40660999999999997,0.11052999999999999,2015,0.14293,5.303,0.9967299999999999,0.36023,0.14262,2016,0.13297,5.33599996566772,0.9910123944282528,0.418421149253845,0.17217046022415197,2017,0.11980327218771002,5.1610000000000005,0.8220000000000001,0.46799999999999997,0.13,2018,0.134,4.906000000000001,0.8370000000000001,0.38299999999999995,0.11,2019,0.13,4.6333999630000005,0.785179198,0.75104779,0.091494769,2020,0.700344324,4.395,0.89,0.755,0.079,2021,0.705
82,Montenegro,5.192,0.9743799999999999,0.1826,0.1614,2015,0.14296,5.1610000000000005,1.07838,0.15111,0.17190999999999998,2016,0.12721,5.23699998855591,1.12112903594971,0.194989055395126,0.197911024093628,2017,0.0881741940975189,5.347,1.0170000000000001,0.259,0.111,2018,0.081,5.523,1.051,0.19699999999999998,0.142,2019,0.08,5.54610014,1.010150075,0.649565637,0.14901033,2020,0.7831215859999999,5.581,1.155,0.708,0.166,2021,0.812
83,China,5.14,0.89012,0.5169699999999999,0.08185,2015,0.02781,5.245,1.0278,0.44011999999999996,0.049589999999999995,2016,0.02745,5.2729997634887695,1.08116579055786,0.47278770804405196,0.0288068410009146,2017,0.0227942746132612,5.246,0.9890000000000001,0.597,0.028999999999999998,2018,0.10300000000000001,5.191,1.0290000000000001,0.521,0.057999999999999996,2019,0.1,5.123899937,0.990533412,0.898517907,0.079021044,2020,0.7539710999999999,5.3389999999999995,1.061,0.904,0.09300000000000001,2021,0.755
84,Zambia,5.129,0.47038,0.48827,0.19591,2015,0.12468,4.795,0.61202,0.42662,0.17865999999999999,2016,0.11479,4.513999938964839,0.6364067792892459,0.461603492498398,0.249580144882202,2017,0.0782135501503944,4.377,0.562,0.503,0.221,2018,0.08199999999999999,4.107,0.578,0.431,0.247,2019,0.087,3.759399891,0.536833763,0.806500256,0.250620902,2020,0.801289678,4.073,0.528,0.782,0.22699999999999998,2021,0.823
85,Romania,5.124,1.04345,0.35068,0.13748,2015,0.006490000000000001,5.528,1.1697,0.36712,0.12889,2016,0.006790000000000001,5.824999809265139,1.21768391132355,0.457003742456436,0.133519917726517,2017,0.0043879006989300294,5.945,1.1159999999999999,0.528,0.08800000000000001,2018,0.001,6.07,1.162,0.462,0.083,2019,0.005,6.123700142000001,1.1204016209999998,0.842823207,0.068181619,2020,0.9343002440000001,6.14,1.275,0.845,0.045,2021,0.938
86,Serbia,5.122999999999999,0.92053,0.20107,0.19230999999999998,2015,0.02617,5.1770000000000005,1.03437,0.15718,0.20736999999999997,2016,0.04339,5.39499998092651,1.06931757926941,0.20871552824974102,0.22012588381767298,2017,0.0409037806093693,5.398,0.975,0.28800000000000003,0.134,2018,0.043,5.603,1.004,0.282,0.13699999999999998,2019,0.039,5.77820015,0.9881818290000001,0.726495862,0.15028289,2020,0.843509018,6.077999999999999,1.101,0.778,0.18899999999999997,2021,0.835
87,Portugal,5.102,1.15991,0.51469,0.13719,2015,0.01078,5.122999999999999,1.27607,0.44727,0.11690999999999999,2016,0.01521,5.19500017166138,1.3151752948761002,0.498465299606323,0.0951027125120163,2017,0.0158694516867399,5.41,1.188,0.562,0.055,2018,0.017,5.693,1.2209999999999999,0.508,0.047,2019,0.025,5.9109001160000005,1.168800831,0.8887478109999999,0.053036947,2020,0.8926295040000001,5.928999999999999,1.3230000000000002,0.892,0.028999999999999998,2021,0.887
88,Latvia,5.098,1.11312,0.29671,0.18225999999999998,2015,0.06332,5.56,1.2178799999999999,0.27996,0.17445,2016,0.0889,5.849999904632571,1.26074862480164,0.32570791244506797,0.153074786067009,2017,0.0738427266478539,5.933,1.148,0.363,0.092,2018,0.066,5.94,1.187,0.264,0.075,2019,0.064,5.9499998089999995,1.14139545,0.671237648,0.075407945,2020,0.7955800890000001,6.032,1.285,0.715,0.08199999999999999,2021,0.8
89,Philippines,5.073,0.70532,0.62545,0.24991,2015,0.12279000000000001,5.279,0.81217,0.5485399999999999,0.21674000000000002,2016,0.11757000000000001,5.42999982833862,0.85769921541214,0.585214674472809,0.193513423204422,2017,0.0993318930268288,5.524,0.775,0.643,0.12,2018,0.105,5.631,0.807,0.5579999999999999,0.11699999999999999,2019,0.107,6.006000042,0.7751206759999999,0.915463448,0.12926021199999999,2020,0.7336341140000001,5.88,0.853,0.917,0.125,2021,0.742
90,Somaliland region,5.0569999999999995,0.18847,0.46581999999999996,0.5031800000000001,2015,0.39928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Morocco,5.013,0.7347899999999999,0.41691000000000006,0.07172,2015,0.08546000000000001,5.151,0.8405799999999999,0.25645999999999997,0.040530000000000004,2016,0.08404,5.2350001335144,0.8781145811080929,0.408158332109451,0.0322099551558495,2017,0.0877631828188896,5.254,0.779,0.46,0.026000000000000002,2018,0.07400000000000001,5.207999999999999,0.8009999999999999,0.418,0.036000000000000004,2019,0.076,5.094799995,0.75862211,0.772072434,0.040032551,2020,0.8157246109999999,4.918,0.792,0.774,0.034,2021,0.8009999999999999
92,Macedonia,5.007,0.91851,0.33457,0.22359,2015,0.053270000000000005,5.121,1.0193,0.27668000000000004,0.23506999999999997,2016,0.07047,5.175000190734861,1.06457793712616,0.325905978679657,0.25376096367836,2017,0.0602777935564518,5.185,0.9590000000000001,0.39399999999999996,0.17300000000000001,2018,0.052000000000000005,,,,,,,5.1598000530000006,0.935371995,0.738840938,0.18586354,2020,0.8974905009999999,,,,,,
93,Mozambique,4.971,0.08308,0.34037,0.22269,2015,0.15603,,,,,,,4.550000190734861,0.23430564999580397,0.48079109191894503,0.322228103876114,2017,0.17943638563156103,4.417,0.198,0.531,0.20600000000000002,2018,0.158,4.466,0.204,0.494,0.19699999999999998,2019,0.138,4.623600006,0.178741366,0.864451885,0.22042210399999998,2020,0.683019102,4.794,0.183,0.882,0.228,2021,0.684
94,Albania,4.959,0.8786700000000001,0.35733000000000004,0.14272,2015,0.06412999999999999,4.655,0.9553,0.31866,0.1684,2016,0.05301,4.64400005340576,0.996192753314972,0.381498634815216,0.20131294429302202,2017,0.0398642159998417,4.586,0.9159999999999999,0.419,0.149,2018,0.032,4.718999999999999,0.9470000000000001,0.38299999999999995,0.17800000000000002,2019,0.027000000000000003,4.882699966000001,0.906653047,0.7819942240000001,0.171027765,2020,0.896303713,5.117,1.008,0.785,0.168,2021,0.9009999999999999
95,Bosnia and Herzegovina,4.949,0.8322299999999999,0.09245,0.24808000000000002,2015,0.00227,5.162999999999999,0.9338299999999999,0.09511,0.29889,2016,0.0,5.18200016021729,0.982409417629242,0.204403176903725,0.328867495059967,2017,0.0,5.129,0.915,0.28,0.21600000000000003,2018,0.0,5.386,0.945,0.212,0.263,2019,0.006,5.674099922000001,0.91839546,0.651352704,0.264005244,2020,0.933769107,5.813,1.032,0.706,0.261,2021,0.9309999999999999
96,Lesotho,4.898,0.37545,0.31767,0.16388,2015,0.12504,,,,,,,3.80800008773804,0.521021246910095,0.390661299228668,0.157497271895409,2017,0.119094640016556,3.8080000000000003,0.47200000000000003,0.423,0.11599999999999999,2018,0.11199999999999999,3.802,0.489,0.359,0.107,2019,0.09300000000000001,3.6528000830000003,0.45493874,0.738125861,0.10262764199999999,2020,0.857392073,3.512,0.451,0.715,0.10300000000000001,2021,0.915
97,Dominican Republic,4.885,0.8953700000000001,0.57672,0.21684,2015,0.14234000000000002,5.155,1.02787,0.52259,0.21286,2016,0.12372000000000001,5.230000019073491,1.07937383651733,0.55258983373642,0.186967849731445,2017,0.113945253193378,5.3020000000000005,0.982,0.578,0.12,2018,0.106,5.425,1.015,0.49700000000000005,0.113,2019,0.10099999999999999,5.6891999239999995,0.9831918479999999,0.8662027720000001,0.112196781,2020,0.755999923,5.545,1.1059999999999999,0.86,0.10099999999999999,2021,0.7140000000000001
98,Laos,4.876,0.5906600000000001,0.59591,0.42191999999999996,2015,0.24249,4.876,0.68042,0.52168,0.43078999999999995,2016,0.22423,,,,,,,4.623,0.72,0.626,0.23,2018,0.174,4.796,0.764,0.547,0.266,2019,0.16399999999999998,4.888599873,0.714693844,0.907213569,0.27266711,2020,0.634679317,5.03,0.8079999999999999,0.91,0.268,2021,0.6579999999999999
99,Mongolia,4.874,0.82819,0.43626000000000004,0.3323,2015,0.026660000000000003,4.907,0.9885299999999999,0.35972,0.34539000000000003,2016,0.03285,4.95499992370605,1.0272358655929599,0.39414396882057207,0.338464230298996,2017,0.0329022891819477,5.125,0.914,0.395,0.253,2018,0.032,5.285,0.948,0.317,0.235,2019,0.038,5.4562001229999995,0.904872775,0.693351328,0.26388573600000004,2020,0.863511205,5.6770000000000005,0.966,0.708,0.263,2021,0.856
100,Swaziland,4.867,0.71206,0.30658,0.18259,2015,0.0306,,,,,,,,,,,,,,,,,,,4.212,0.8109999999999999,0.313,0.07400000000000001,2019,0.135,4.3081002239999995,0.827539742,0.646822274,0.067264833,2020,0.708263338,4.308,0.8490000000000001,0.647,0.067,2021,0.708
101,Greece,4.857,1.15406,0.07699,0.0,2015,0.013969999999999998,5.033,1.24886,0.05822000000000001,0.0,2016,0.04127,5.2270002365112305,1.28948748111725,0.0957312509417534,0.0,2017,0.043289776891470004,5.358,1.1540000000000001,0.131,0.0,2018,0.044000000000000004,5.287000000000001,1.181,0.067,0.0,2019,0.034,5.514999866,1.128070116,0.5413451189999999,0.0,2020,0.8599314090000001,5.723,1.273,0.5820000000000001,0.0,2021,0.823
102,Lebanon,4.8389999999999995,1.0256399999999999,0.33916,0.21854,2015,0.04582,5.129,1.12268,0.26228,0.23693000000000003,2016,0.030610000000000002,5.22499990463257,1.07498753070831,0.28851598501205394,0.26445075869560203,2017,0.037513829767704,5.358,0.965,0.503,0.214,2018,0.136,5.197,0.987,0.21600000000000003,0.166,2019,0.027000000000000003,4.771500111,0.889232516,0.5513575079999999,0.158524141,2020,0.90225625,4.584,1.045,0.525,0.14,2021,0.898
103,Hungary,4.8,1.12094,0.32111999999999996,0.128,2015,0.02758,5.145,1.24142,0.1977,0.099,2016,0.044719999999999996,5.32399988174438,1.2860119342803997,0.17586351931095098,0.0784016624093056,2017,0.0366369374096394,5.62,1.171,0.259,0.061,2018,0.022000000000000002,5.757999999999999,1.2009999999999998,0.19899999999999998,0.081,2019,0.02,6.000400066,1.1643071170000001,0.718964577,0.070491239,2020,0.892916501,5.992000000000001,1.301,0.755,0.067,2021,0.8759999999999999
104,Honduras,4.788,0.59532,0.40148,0.23026999999999997,2015,0.06825,4.871,0.69429,0.26755,0.2044,2016,0.06906,5.1810002326965305,0.730573117733002,0.348079860210419,0.23618887364864302,2017,0.0733454525470734,5.504,0.62,0.45899999999999996,0.19699999999999998,2018,0.07400000000000001,5.86,0.642,0.507,0.24600000000000002,2019,0.078,5.953199862999999,0.598763585,0.870603263,0.256528199,2020,0.801131904,5.919,0.703,0.857,0.24100000000000002,2021,0.809
105,Tajikistan,4.7860000000000005,0.39047,0.47216,0.22974,2015,0.15072,4.996,0.48835,0.43408,0.25998000000000004,2016,0.13509000000000002,5.04099988937378,0.524713635444641,0.47156670689582797,0.24899764358997303,2017,0.14637714624404902,5.199,0.474,0.292,0.187,2018,0.034,5.4670000000000005,0.493,0.389,0.23,2019,0.14400000000000002,5.555699825,0.474874616,0.831383407,0.182417125,2020,0.5920760629999999,5.466,0.508,0.8320000000000001,0.152,2021,0.5529999999999999
106,Tunisia,4.739,0.88113,0.26268,0.06431,2015,0.06358,5.045,0.97724,0.23553000000000002,0.03936,2016,0.0817,4.80499982833862,1.00726580619812,0.289680689573288,0.0496933571994305,2017,0.0867231488227844,4.592,0.9,0.271,0.04,2018,0.063,4.461,0.9209999999999999,0.16699999999999998,0.059000000000000004,2019,0.055,4.392199993,0.874742687,0.593361557,0.055881143,2020,0.867590249,4.596,0.919,0.6559999999999999,0.057,2021,0.87
107,Palestinian Territories,4.715,0.59867,0.24499,0.11250999999999999,2015,0.12905,4.754,0.67024,0.17744000000000001,0.11154000000000001,2016,0.10613,4.77500009536743,0.716249227523804,0.25471106171608,0.114173173904419,2017,0.0892826020717621,4.743,0.642,0.266,0.086,2018,0.076,4.696000000000001,0.657,0.225,0.10300000000000001,2019,0.066,4.552800179,0.587819219,0.645791829,0.091816261,2020,0.824199975,4.5169999999999995,0.6459999999999999,0.653,0.08199999999999999,2021,0.821
108,Bangladesh,4.694,0.39753,0.4082,0.21222,2015,0.12569,4.643,0.54177,0.39778,0.19132000000000002,2016,0.12583,4.60799980163574,0.586682975292206,0.478356659412384,0.17225535213947304,2017,0.123717859387398,4.5,0.532,0.58,0.153,2018,0.14400000000000002,4.456,0.562,0.527,0.166,2019,0.14300000000000002,4.832799911,0.556156278,0.90062499,0.17674511699999998,2020,0.661843538,5.025,0.635,0.877,0.161,2021,0.682
